KEG_NAME
КЕГ Асахи Супер Драй 30 л
КЕГ Байройтер хель 30 л
КЕГ Бакунин Молоко+ 20 л
КЕГ Бакунин Нуар 20 л
КЕГ Бакунин Первый Авиатор 20 л
КЕГ Бакунин Пич Ап 20 л
КЕГ Бакунин Рубин 20 л
КЕГ Бакунин Рука Бога 20 л
КЕГ Бакунин Фибоначчи 20 л
КЕГ Балтика Брю Блонд 30 л
КЕГ Балтика Брю Брюн 30 л
"КЕГ Баптист Вит, светлое"
КЕГ Барбе Руби 30 л
КЕГ Бахус Флемиш Олд Браун
КЕГ Бахус Фрамбуа
КЕГ Белхевен Скоттиш Стаут 30л
КЕГ Бельвью Крик 20 л
КЕГ Бишофф Пилснер 30 л
"КЕГ Бланш де Намур, светлое"
"КЕГ Бланш де неж, светлое"
КЕГ Блек Шип
КЕГ Борнем Блонд 20 л
КЕГ Борнем Дюбель 20 л
КЕГ Бруклин ИПА 30 л
КЕГ Бруклин Лагер 30 л
КЕГ Брю Дивижн Ай Рай
КЕГ Брю Дивижн Айс Крим
КЕГ Брю Дивижн Астролагер Премиум Пилс
КЕГ Брю Дивижн Вайсглюк Унзере Хефевайцен
КЕГ Брю Дивижн Докер Олд Рашн Портер
КЕГ Брю Дивижн Майнд Эвер Вин
КЕГ Брю Дивижн Он Бейс 30 л
КЕГ Брю Дог Зомби Кейк 20 л
КЕГ Брю Дог Инди 30 л
КЕГ Брю Фикшн Вайлд Томато Гозе 30 л
"КЕГ Будвайзер, темное, бочка 20л"
КЕГ Бульви Ар эн Берри 30л
КЕГ Бульви Брексит 30л
КЕГ Бульви Грей Ми 30л
КЕГ Бульви Квинси 30л
КЕГ Бульви Розе 30л
КЕГ Бульви Семи Драй л
КЕГ Бун Крик Ламбик 30 л
КЕГ Бюльви Вивизеро 30л.
КЕГ Бюльви Рустик полусладкий 30 л
КЕГ Бюльви Рустик полусухой 30 л
"КЕГ ВО Val de Rance, Brut 30 л"
КЕГ Вайнштефан Витус 30 л
КЕГ Вайнштефан Оригинал 30 л
КЕГ Вайнштефан Пилснер 30 л
КЕГ Вайнштефан Хефевайс 30 л
КЕГ Вайценфельд Вайсс 20 л
КЕГ Варка Лагер 30л.
КЕГ Варка Пшено 30л.
КЕГ Василеостровское Бланш де Лютин 
КЕГ Василеостровское Крик де Лютин 
КЕГ Василеостровское Лагер светлое  
КЕГ Василеостровское Пшеничное  
КЕГ Василеостровское Руж Де Лютин
КЕГ Василеостровское Сидр Брют
КЕГ Василеостровское хеллес
КЕГ Василиса
КЕГ Васька Нефильтрованное 30 л
КЕГ Васька Светлое 30 л
КЕГ Вату  Витбир 30л
КЕГ Виктори Арт Брю Селебрэйшн Стаут
КЕГ Виль-брой Хеллес 30 л
КЕГ Виль-брой Хефе Вайцен 30 л
КЕГ Вильдерен Кларисс Руж 20 л
"КЕГ Вильдерен Крик, вишневый "
КЕГ Винингер Экспорт Гуидобалд30 л
КЕГ Вита Сид Том 2 30л
КЕГ Вольфас Энгельман Балтик Портер 30 л
КЕГ Вудбридж Браун Эль 30 л
КЕГ Вудбридж ИПА 30 л
КЕГ Вудбридж Стаут 30 л
КЕГ Гаффель Кельш 30 л
КЕГ Гильотина
КЕГ Гиннесс 30 л
КЕГ Горьковская пивоварня Богемский Пилс 30 л
КЕГ Горьковская пивоварня ИПА 30 л
КЕГ Гуд Сайдер Сан-Себастьян. Брют
"КЕГ Гулден Драк 708, 20 л"
КЕГ Делириум Кристмас
КЕГ Делириум Ноктюрнум
КЕГ Делириум Рэд
КЕГ Делириум Тременс
"КЕГ Джоус Американский Пэйл Эль, светлое,  "
КЕГ Джоус Атомная Прачечная
"КЕГ Джоус Бланш, светлое,  "
"КЕГ Джоус Вайцен, светлое,  "
"КЕГ Джоус Грезы, светлое,  "
"КЕГ Джоус Джаз энд Джус, 20 л"
КЕГ Джоус Ищу Человека
"КЕГ Джоус Лагер, светлое,  "
"КЕГ Джоус Лайт Черри, 20л"
КЕГ Джоус Лост Пампкин
"КЕГ Джоус Марцен, светлое,  "
"КЕГ Джоус Мюних Хеллес, светлое,  "
КЕГ Джоус Нитро Стаут
"КЕГ Джоус Овсяный Стаут, темное"
"КЕГ Джоус Пилснер, светлое,  "
КЕГ Джоус Рэд Видоу
КЕГ Джоус Саур Бриз
"КЕГ Джоус Цитрайзен, светлое,  "
КЕГ Дрим Тим Вайт Найтс 30 л
КЕГ Дрим Тим Локдаун 30 л
КЕГ Дрим Тим Октобер 30 л
КЕГ Дрим Тим Персиковый Блонд (Пич Б) 20 л
КЕГ Дрим Тим Порт Пилснер 30 л
КЕГ Дрим Тим Флэгшип 30 л
КЕГ Дрим тим Штакеншнейдер 30 л
КЕГ Дюпон Бирра де Мьель 20 л
КЕГ Дюпон Монкс Стаут 20 л
КЕГ Дюшес Де Бургунь 30 л
КЕГ Зубр 30 л
КЕГ Инсайдер сухой
КЕГ Карлова Корчма Премиум 30 л
КЕГ Кастил Руж
КЕГ Квак (кега)
КЕГ Квас Василеостровский 30 л
КЕГ Керел Пинк Империал
КЕГ Клаштер Лежак 30 л
КЕГ Кобленцер Вайс 30 л. 
КЕГ Кобленцер Пилс 30 л. 
"КЕГ Кона Биг Вейв Голден Эль,   "
КЕГ Кона Лонгборд
"КЕГ Кона Ханалей,   "
КЕГ Коникс Бельгийский Дюббель 20 л
КЕГ Коникс Бланш ма Шери 20 л
КЕГ Коникс Кассис Руби 20 л
КЕГ Коникс Мон Шер Кассис 20 л
КЕГ Коникс Мюнхен Хеллес 30 л
КЕГ Коникс Не хлебом единым 20 л
КЕГ Коникс Оверфолл ИПА 20 л
КЕГ Коникс Хефевайсбир 20л
КЕГ Коникс Черри Руби 20 л
КЕГ Коникс Чешский Пилс 30 л
"КЕГ Корсендонк Бланш, 30л"
КЕГ Кот i Сабака 20 л
КЕГ Крик Макс 20 л
КЕГ Кроненбург 1664 Блан 30 л
КЕГ Кульмбахер Эдельхерб Премиум Пилс 30 л
КЕГ Курпфальц Брау Урвайцен 30л
КЕГ Курпфальц Брау Хеллес 30л
КЕГ Ла Бранш сидр яблочный
КЕГ Ла Трапп Дюббель 20 л
КЕГ Ла Трапп Квадрюпель 20 л
КЕГ Ла Шуф 20 л
"КЕГ Лаутербахер Бротцайт, светлое "
"КЕГ Лаутербахер Хелл, светлое "
"КЕГ ЛеФорт Квадрюпель, л"
"КЕГ ЛеФорт Трипель, 20л"
КЕГ Лейкейм Хеллес 30 л
КЕГ Леруа Ипперман 30 л
КЕГ Леруа Капиттель Блонд 30 л
КЕГ Леруа Капиттель Патер 30 л
КЕГ Леруа Сас Пилс 30 л
КЕГ Леруа Хоммельбир 30 л
КЕГ Леруа Хоммельбир Драй Хоппдт 30 л
КЕГ Леффе Блонд 30 л 
КЕГ Леффе Брюн 30 л 
КЕГ ЛиК v7 30 л
КЕГ Лимбургс Витте 20л
КЕГ Литовел Маэстро 30 л
КЕГ Литовел Мораван 30 л
КЕГ Литовел Премиум 30 л
КЕГ Локал Вайцен 30 л
КЕГ Локал Лагер (Рыжее) 30 л
КЕГ Локал Лагер 30 л
КЕГ Локи 20 л
КЕГ Марстонс Ойстер Стаут 30 л
КЕГ Миккелер Ю Эс Элайв 30 л
КЕГ Монкс Кафе 20 л
"КЕГ Морт Субит Экстрим ПН, вишневое "
КЕГ Мост Брюверс Вайсс Брюкке
КЕГ Мост Брюверс Лагер
КЕГ Мост Пон Руж 20 л
КЕГ Мохнатый Йожъ 30 л
КЕГ Нектар 30 л
КЕГ Нишко 30 л
КЕГ Новопак кумбурак 30 л
КЕГ Ногне О #500 20 л
КЕГ Ногне Ту Кэпитанс 20 л
КЕГ Одна Тонна Рыжая Соня 30 л
КЕГ Он Зе Бонс Строуберрилипс 30 л
КЕГ Ортодокс Вайцен 20л.
КЕГ Островица IPA 20 л
КЕГ Островица АPA 20 л
КЕГ Островица Б-дэй Лагер
КЕГ Островица Стриппер 20 л
КЕГ Островица Холи ДИПА 20 л
КЕГ ПП White Night Pale ale 20 л
КЕГ ПП Джаст Хёфевайцен 20 л
КЕГ Палм 20 л
КЕГ Палм Роял 20 л
КЕГ Парадокс Сип Сейшн 20 л
КЕГ Пардубицкий Портер 20 л
КЕГ Пауланер Мюнхнер Хель 24 л
КЕГ Перони Настро Аззуро 30 л
КЕГ Петрус Ред 30 л
КЕГ Пеш Мель Буш 20 л
КЕГ Пикси полусладкий 30 л
КЕГ Питон Сидр Домашний 30л
КЕГ План B R2-D2H 20 л
КЕГ План Б Ковбой Мальборо 20 л
КЕГ План Б Мисти Стандарт 20
КЕГ План Б Райс оф Зомби 20 л
КЕГ План Б Тропикал Пэйнкиллер 20
КЕГ Полночный Проект Джаст АИПА 20 л
КЕГ Полночный Проект Жигуликеллер 20 л
КЕГ Полночный проект Katana 20 л
КЕГ Полночный проект Страна Курляндия 20 л
КЕГ Радебергер Пилснер  30 л
КЕГ Рей Ривер STOUT
КЕГ Ригеле Альте Вайс
"КЕГ Ригеле Келлербир, светлое "
"КЕГ Ригеле Коммерциенрат Приват, светлое "
"КЕГ Ригеле Файнес Урхелль, светлое "
КЕГ Ригеле Фестбир
"КЕГ Ригеле Херен Пилс, светлое "
"КЕГ Ригеле Хефевайсбир, светлое"
КЕГ Ригеле Эхтес Дункель
КЕГ Роденбах 20 л
КЕГ Роденбах Гранд Крю 20 л
КЕГ Родное яблочко п/сух 
"КЕГ РэдХук Лонг Хаммер ИПА,  "
КЕГ С Питерс ИПА 30 л
КЕГ С Питерс Крим Стаут 30 л
КЕГ С Питерс Лагер 30 л
КЕГ С Питерс Пэйл Эль 30 л
КЕГ Салливанс Айриш Голд Эль
КЕГ Салливанс Пэйл Эль
КЕГ Салтаир Биттер 
КЕГ Салтаир Нью Ворлд 30 л
КЕГ Сан Луи Гёз 20 л
КЕГ Сан Луи Крик 20 л
"КЕГ Свинкелс Лагер, 20 л"
КЕГ Святой домкрат 20л 
КЕГ Сейнт Остилл Биг Джоб
КЕГ Сейнт Остилл Корев
КЕГ Сейнт Остилл Пропер Джоб
КЕГ Сейнт Остилл Пропер Крекер
КЕГ Сейнт Остилл Трибьют
КЕГ Сейнт Пи Оптимистик Сити Лагер
КЕГ Сен Фёйен Бельджиан Кост ИПА
КЕГ Сен Фёйен Блонд 20 л
КЕГ Сен Фёйен Брюн 20 л
КЕГ Сен Фёйен Гризетт Бланш
КЕГ Сен Фёйен Гризетт Фру Де Буа
КЕГ Сен Фёйен Квадрюпель 20 л
КЕГ Сен Фёйен Кюве дэ Ноэль
КЕГ Сен Фёйен Лагер 20л
КЕГ Сен Фёйен Сезон 30 л
КЕГ Сен Фёйен Спешл Бельж
КЕГ Сен Фёйен Трипл 20 л
КЕГ Сен Фёйен Файв 30 л
КЕГ Сент Антон полусухой 30л
"КЕГ Сидр Лось и Кедр v 2.0 яблочный особый, полусухой"
"КЕГ Сидр Лось и Кедр v 3.0 яблочный особый, полусухой"
"КЕГ Сидр Лось и Кедр v 4.0 яблочный, полусухой"
"КЕГ Сидр Лось и Кедр v 9.0 яблочный, полусухой"
КЕГ Силли Кюве Эрмитаж
КЕГ Силли Руж 20 л
КЕГ Синт Гуммарус Дюбель 30 л
КЕГ Синт Гуммарус Трипель 30 л
КЕГ Ст. Остелл Ликвид Саншайн
КЕГ Ст. Остелл Мена Ду
КЕГ Ст. Остелл Руби Джек
КЕГ Ст. Остелл Смагглерс
КЕГ Стародубице Дванактка 30 л
КЕГ Стародубице Еденактка 30 л
КЕГ Степь и Ветер Амброзия 20л
КЕГ Степь и Ветер Вишня 20л
КЕГ Степь и Ветер Мёд и Виноград 20л
КЕГ Степь и Ветер Мёд и Смородина 20л
КЕГ Стинбрюгге Бланш 20 л
КЕГ Стинбрюгге Блонд 20 л
КЕГ Стинбрюгге Браун 20 л
КЕГ Тер Долен Крик
КЕГ Тикстон Бариста Стаут 30 л
КЕГ Тикстон Лайтфут 30 л
КЕГ Тикстон Олд Пикулер 30 л
КЕГ Тилькан Кетш Драфт Вёршн 20 л
КЕГ Трипель Кармелит
"КЕГ Трипортер Фул Мун, л"
КЕГ Трубадур Магма 30л
"КЕГ Фаундерс Центенниал ИПА 29,3 л"
КЕГ Фердинант лагер (10) 30 л
КЕГ Фердинант лагер (12) 30 л
КЕГ Фест Амбер Эль (кега)
КЕГ ФестХаус Вайцен
КЕГ ФестХаус Октобер
КЕГ ФестХаус Хеллес
КЕГ Францискайнер Вайсбир
КЕГ Фуллерс ЕСБ 30 л
КЕГ Фуллерс ИПА 30 л
КЕГ Фуллерс Лондон Блэк Кэб 30 л
КЕГ Фуллерс Лондон Портер 30 л
КЕГ Фуллерс Лондон Прайд 30 л
КЕГ Фёст Локал Лагер   
КЕГ Фёст брю прототип аутмил стаут
КЕГ Фёст брю прототип портер
"КЕГ ХБ Дункель, светлое "
"КЕГ ХБ Мюнхенер Вайссе, светлое "
"КЕГ ХБ Октоберфест, светлое "
КЕГ ХБ Траунштайн Хеллес
КЕГ Хук Нортон Дабл Стаут Стаут 30 л
"КЕГ Чешский лев, светлое "
КЕГ Шимэ Рэд 20 л
КЕГ Шнайдер ТАР1 20 л
КЕГ Шнайдер ТАР4 20 л
КЕГ Шнайдер ТАР5 20 л
КЕГ Шнайдер ТАР6 20 л
КЕГ Шнайдер ТАР7 20 л
КЕГ Шредер Велка Морава  30 л
КЕГ Штамм Брюинг Бестие 30 л
КЕГ Штамм Брюинг Невермонт 30 л
КЕГ Штигль Голдброй 25 л
КЕГ Штраффе Хендрик 30л
КЕГ Эйбау Хефевайссбир  30 л
КЕГ Янгс Лондон Стаут 30 л
Кег Чехов
Кеги - Аббатское и похожее
ОЛИВКИ АССОРТИ С ТРАВАМИ (5 кг КЕГ)
"Пиво ""Пауэль Квак"" (""Pauwel Kwak"") светл., фильтр., паст., кега "
"Пиво Huyghe ""Delirium Red"" темное, (кега разовая)"
Пиво светлое пастеризованное «КОНИКС МЮНИХ ХЕЛЛЕС» кеги 30
